10829,5,Longest common prefix,string
10830,2,,math
10856,3,dp,prime
10858,3,,recursion
10871,2,prime number,brute force
10878,1,ascii code,brute force
10880,2,prime factor,math
10881,3,,sort
10883,3,binomial coefficients , log,math
10891,3,,DP
10892,2,factor,math
10898,4,,DP
10903,1,,brute force
10905,2,qsort,sort
10911,3,,dfs or DP
10912,3,,recursion + memorization or DP
10916,2,,math
10917,4,bfs+dfs,graph
10918,3,,combinational math
10919,2,,brute force
10922,2,,brute force
10924,1,,prime
10926,3,dfs,graph
10929,1,,string
10949,4,LIS,DP
10954,3,min heap,heap
10957,3,,backtracking
10959,2,bfs,graph
10961,3,,
10962,2,,
10963,1,,
10976,2,,math
10986,3,shortest path,graph
10994,2,,math
11000,2,,math
11001,2,,math
11003,3,,DP
11005,2,,brute force
11012,3,,math
11015,3,shortest path,graph
11023,4,Generating function,DP or math
11029,3,,math
11033,4,dfs,math
11038,2,,math
11039,2,,sort
11045,4,max flow,graph
11059,1,,brute force
11069,2,DP,combination math
11070,2,,parser
11081,3,,DP
11084,3,,DFS
11085,3,,backtracking
11091,4,Matrix multiplication,math
11115,2,,大數乘法
11121,2,奇數、偶數,recursive
11127,3,,DFS
11129,3,recursive,math
11138,4,Maximum bipartite matching,flow
11150,2,,
11151,3,,DP
11152,2,內切圓，外接圓半徑,math
11157,3,,greedy
11172,1,,
11183,4,Directed MST,graph
11185,1,,
11187,4,DFS + binary-search also works,DP
11192,1,,string
11195,4,,
11198,4,BFS,graph
11204,1,,ad hoc
11207,2,simple math,ad hoc
11210,4,DFS,backtracking
11218,3,,brute force
11219,1,,ad hoc
11223,2,,string
11227,2,geometry, math,brute force
11231,2,,ad hoc
11233,2,,string
11235,3,,data structure
11236,2,,brute force
11237,3,,math
11247,2,,ad hoc
11254,2,,math
11258,2,,DP
11260,3,(a*b)%m=((a%m)*(b%m))%m,math
11286,2,,sort
11296,2,,math
11300,4,,math
11309,2,,string
11310,2,,DP
11332,1,,
11351,3,Josephus problem,recursive, dp
11352,2,BFS,graph
11356,2,,ad hoc, date
11360,2,simulation,ad hoc
11364,1,,
11369,1,,
11371,2,long long,math
11384,2,bit representation,math
11398,1,,ad hoc
11401,2,dp,combinational math
11407,3,,DP
11428,2,,ad hoc
11436,3,,math
11450,3,,DP
11456,4,,DP
11462,2,,sort
11464,2,brute force,ad hoc
11479,1,long long,
11480,3,,dp, math
11491,3,,greedy
11494,1,,
11498,1,,ad hoc
11503,3,hash, C++ STL map,set union
11504,3,Strongly Connected Component,graph
11507,2,,ad hoc
11513,3,bfs,graph
11516,3,greedy,binary search
11520,2,,greedy
11524,2,內切圓，海龍公式,math
11526,2,,ad hoc
11532,3,,greedy
11541,1,isupper(), isdigitr(),string
11549,3,set,math
11550,2,,data structure
11565,2,3 for loop,ad hoc
11572,2,map,ad hoc
11577,1,isupper(), islower(),string
11579,2,sort,math
11582,3,big mod,math
11614,2,,math
11616,3,,ad hoc
11661,1,,
11683,3,,ad hoc
11687,1,,
11689,1,,
11714,2,decision tree,math
11728,2,factor,math
11730,2,BFS,
11743,1,,ad hoc
11764,1,,ad hoc
11818,4,BFS,game, DP
11838,3,Strongly Connected Component,graph
11875,1,,ad hoc
11876,2,,binary search
11879,1,,string
11908,3,greey + dp,sort
11909,2,三角函數,math
11936,1,,ad hoc
11942,1,,ad hoc
11946,2,,string
11947,2,注意閏年,ad hoc
11955,2,,math, string
11956,2,,ad hoc
11957,3,,DP
11959,2,,ad hoc
11960,3,,prime number
11984,1,,ad hoc
11986,2,,math
11987,3,set union,data structure
11988,3,linked list,data structure
11991,3,sort, binary search,data structure
11995,2,simulation stack,queue,priority queue,data structure
11997,3,C++ STL priority queue,data structure
12004,2,long long,sort
12019,1,,ad hoc
12068,2,gcd,brute force
12149,1,,ad hoc
12195,1,,string
12208,2,,math
12289,1,,ad hoc
12293,3,DP,game
12405,1,greedy,ad hoc
12406,2,try all combination,ad hoc
12414,2,,ad hoc
12416,2,,ad hoc
12439,1,,ad hoc
12442,3,,graph
12455,2,,DP
12459,1,,ad hoc
12461,2,,math
12468,1,,ad hoc
12602,1,,
12650,1,1D array,
12694,2,,greedy
11260,3,(a*b)%m=((a%m)*(b%m))%m,math
11532,3,,greedy
10776,2,dfs,combination
11192,1,,string
11115,2,,大數乘法
11157,3,,greedy
12694,2,,greedy
10871,2,prime number,brute force
12428,3,greedy,math
1213,3,,DP
11561,3,BFS,Graph
1200,2,,string processing
11368,4,binary search,sort greedy
11246,3,,math
12347,2,tree,data structure
